Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
SE Missouri,5-1-0,83.3%,4.3,7.2,1-1-0,50.0%,-18.5,4.8,2-1-0,66.7%,-5.3,+11.2,3-0-0,100.0%,17.8,+15.7,2-0-0,100.0%,-6.5,2.0,2-1-0,66.7%,-11.0,5.0,5-1-0,83.3%,-4.2,7.2,,,,,2-0-0,100.0%,23.7,+13.8,1-0-0,100.0%,-8.0,0.5,,,,,2-0-0,100.0%,23.7,+13.8,2-0-0,100.0%,-2.0,3.0,2-0-0,100.0%,18.0,+4.5
Central Mich,5-1-0,83.3%,10.4,14.2,2-1-0,66.7%,1.3,6.2,3-0-0,100.0%,20.3,+19.2,3-0-0,100.0%,13.0,+23.8,1-1-0,50.0%,10.0,2.0,4-0-0,100.0%,-1.5,13.5,4-0-0,100.0%,-1.5,13.5,1-1-0,50.0%,22.5,15.5,1-1-0,50.0%,26.3,+15.5,,,,,1-0-0,100.0%,1.0,+15.5,2-0-0,100.0%,24.0,+28.0,1-0-0,100.0%,-3.0,10.5,1-1-0,50.0%,-4.5,+6.0
Northeastrn,7-2-0,77.8%,5.9,5.9,4-1-0,80.0%,8.0,7.1,3-1-0,75.0%,0.8,+3.4,3-0-0,100.0%,10.7,+11.2,3-2-0,60.0%,2.6,1.9,3-0-0,100.0%,2.7,5.7,4-0-0,100.0%,1.3,5.4,3-2-0,60.0%,9.6,6.4,3-0-0,100.0%,11.0,+12.5,1-1-0,50.0%,-2.0,-4.0,,,,,2-1-0,66.7%,-1.7,+1.0,1-0-0,100.0%,18.0,15.0,3-0-0,100.0%,18.0,+16.0
Arizona St,7-2-0,77.8%,8.9,6.2,1-2-0,33.3%,5.0,-4.5,1-1-0,50.0%,5.0,-2.0,1-0-0,100.0%,11.0,+17.0,6-1-0,85.7%,8.9,7.1,1-0-0,100.0%,-8.0,13.5,5-0-0,100.0%,3.4,12.0,2-2-0,50.0%,15.8,-1.1,2-2-0,50.0%,15.8,-1.1,1-0-0,100.0%,4.0,10.0,1-0-0,100.0%,-8.0,+13.5,2-0-0,100.0%,9.0,+4.8,4-0-0,100.0%,11.8,14.9,4-1-0,80.0%,14.8,+7.2
Marquette,6-2-1,75.0%,17.3,2.6,5-0-0,100.0%,18.4,9.3,1-0-0,100.0%,40.0,+17.0,,,,,5-2-1,71.4%,14.5,0.8,1-1-0,50.0%,-3.5,0.5,1-1-0,50.0%,-3.5,0.5,5-1-1,83.3%,23.3,3.1,4-1-1,80.0%,25.3,+2.8,,,,,,,,,1-0-0,100.0%,35.0,+0.5,0-2-1,0.0%,9.7,-8.0,5-2-1,71.4%,14.5,+0.8
Nevada,6-2-0,75.0%,10.5,2.7,4-1-0,80.0%,11.0,5.5,2-2-0,50.0%,3.3,-4.5,1-0-0,100.0%,3.0,+1.5,4-2-0,66.7%,10.8,2.4,,,,,,,,,6-2-0,75.0%,10.5,2.7,4-1-0,80.0%,14.2,+3.6,1-0-0,100.0%,3.0,1.5,1-0-0,100.0%,12.0,+6.5,1-1-0,50.0%,-0.5,-9.5,1-0-0,100.0%,30.0,13.0,2-0-0,100.0%,28.0,+15.8
Dayton,6-2-0,75.0%,11.6,3.3,4-1-0,80.0%,11.2,4.3,3-1-0,75.0%,10.3,-0.3,2-0-0,100.0%,6.5,+14.8,3-2-0,60.0%,10.2,-2.2,,,,,3-0-0,100.0%,3.7,12.2,3-2-0,60.0%,14.4,-2.1,3-2-0,60.0%,15.5,-2.1,2-0-0,100.0%,6.5,14.8,,,,,1-0-0,100.0%,9.5,+7.0,1-1-0,50.0%,14.5,-1.3,1-1-0,50.0%,16.7,-1.3
Delaware,6-2-0,75.0%,2.3,2.9,1-2-0,33.3%,-0.7,-1.0,4-1-0,80.0%,-1.0,+2.1,2-1-0,66.7%,2.0,+5.0,4-0-0,100.0%,6.0,5.8,2-0-0,100.0%,6.0,10.0,5-0-0,100.0%,2.6,8.1,1-2-0,33.3%,1.7,-5.8,2-2-0,50.0%,1.0,-3.8,1-0-0,100.0%,6.0,15.0,,,,,4-0-0,100.0%,1.8,+6.4,1-0-0,100.0%,13.0,0.5,1-1-0,50.0%,8.5,-1.3
Gonzaga,6-2-0,75.0%,24.3,6.3,3-1-0,75.0%,17.8,5.4,2-2-0,50.0%,24.3,+6.6,1-0-0,100.0%,16.0,+6.5,4-2-0,66.7%,23.3,2.1,1-0-0,100.0%,13.0,2.0,,,,,6-2-0,75.0%,24.3,6.3,3-1-0,75.0%,37.0,+14.6,2-0-0,100.0%,20.5,6.5,1-0-0,100.0%,43.0,+9.0,0-1-0,0.0%,8.0,-13.5,3-0-0,100.0%,38.3,14.2,1-0-0,100.0%,13.0,+2.0
F Dickinson,6-2-0,75.0%,-3.0,0.9,1-1-0,50.0%,-25.0,-5.3,1-1-0,50.0%,-22.5,-4.8,4-0-0,100.0%,8.8,+3.3,2-1-0,66.7%,-14.0,2.7,4-2-0,66.7%,-20.0,-0.3,6-2-0,75.0%,-14.9,0.9,,,,,2-0-0,100.0%,22.5,+4.8,,,,,0-0-0,0.0%,49.0,--,1-0-0,100.0%,30.7,+4.0,4-1-0,80.0%,-14.4,2.8,5-1-0,83.3%,-4.9,+2.8
Lipscomb,6-2-1,75.0%,4.8,5.7,1-0-1,100.0%,0.0,4.5,3-0-1,100.0%,15.5,+10.9,2-1-1,66.7%,-0.3,+0.9,3-1-0,75.0%,9.8,9.6,4-1-1,80.0%,1.8,7.8,3-1-1,75.0%,-5.4,4.1,3-1-0,75.0%,17.5,7.6,2-1-0,66.7%,10.7,+1.3,,,,,1-1-0,50.0%,-22.5,-3.8,2-0-0,100.0%,31.0,+17.3,3-2-0,60.0%,-3.8,1.5,2-1-0,66.7%,8.7,+5.0
Radford,6-2-0,75.0%,5.6,4.7,3-1-0,75.0%,-1.5,4.8,1-1-0,50.0%,-15.5,-8.3,2-0-0,100.0%,13.5,+8.3,4-1-0,80.0%,10.5,8.0,2-2-0,50.0%,-12.0,-2.0,3-2-0,60.0%,-6.4,5.0,3-0-0,100.0%,12.0,4.2,2-0-0,100.0%,23.3,+12.3,1-0-0,100.0%,13.0,20.0,0-0-0,0.0%,46.0,--,3-0-0,100.0%,21.0,+8.2,0-1-0,0.0%,-28.0,-6.0,4-1-0,80.0%,4.4,+6.8
Cal Poly,6-2-0,75.0%,0.8,8.1,4-0-0,100.0%,-4.8,13.5,1-0-0,100.0%,-8.0,+12.5,1-2-0,33.3%,1.0,0.0,4-0-0,100.0%,2.8,13.1,5-1-0,83.3%,-5.5,9.9,6-1-0,85.7%,-4.1,9.7,0-1-0,0.0%,3.0,-3.0,1-1-0,50.0%,13.3,+2.8,,,,,0-1-0,0.0%,-18.0,-3.5,0-1-0,0.0%,18.0,-3.0,2-1-0,66.7%,-3.3,4.7,5-1-0,83.3%,4.7,+9.3
Maine,6-2-0,75.0%,9.4,4.4,2-2-0,50.0%,-4.3,1.5,3-1-0,75.0%,-7.0,+5.6,3-0-0,100.0%,19.3,+8.7,3-1-0,75.0%,10.2,2.8,3-2-0,60.0%,-10.4,-0.6,4-1-0,80.0%,-5.2,5.6,2-1-0,66.7%,5.7,2.5,1-0-0,100.0%,42.7,+19.5,1-1-0,50.0%,-4.0,-6.0,0-0-0,0.0%,51.5,--,1-0-0,100.0%,33.0,+4.5,3-0-0,100.0%,4.0,8.3,2-0-0,100.0%,13.5,+12.5
Memphis,6-2-0,75.0%,6.0,5.6,3-1-0,75.0%,2.0,4.4,4-1-0,80.0%,10.4,+5.7,0-1-0,0.0%,10.0,-1.0,5-1-0,83.3%,5.0,6.8,1-0-0,100.0%,6.0,7.5,4-1-0,80.0%,1.2,5.9,2-1-0,66.7%,14.0,5.0,2-1-0,66.7%,14.0,+5.0,1-1-0,50.0%,-3.0,2.8,,,,,2-1-0,66.7%,12.7,+5.5,1-0-0,100.0%,2.0,10.5,1-0-0,100.0%,2.0,+10.5
Michigan,6-2-0,75.0%,18.5,6.9,2-0-0,100.0%,36.5,25.0,3-1-0,75.0%,15.3,+8.4,1-0-0,100.0%,12.0,+5.0,4-2-0,66.7%,14.7,3.9,1-0-0,100.0%,3.0,6.0,1-0-0,100.0%,3.0,6.0,5-2-0,71.4%,20.7,7.0,3-1-0,75.0%,27.5,+6.9,,,,,1-0-0,100.0%,25.0,+23.5,2-1-0,66.7%,4.3,+2.3,2-1-0,66.7%,20.7,-0.7,2-1-0,66.7%,20.7,-0.7
W Kentucky,3-1-2,75.0%,4.3,2.0,1-1-1,50.0%,-1.3,1.5,2-1-1,66.7%,-5.8,+2.4,1-0-1,100.0%,11.3,+5.3,2-0-1,100.0%,1.0,2.5,2-0-0,100.0%,-10.5,7.8,2-1-0,66.7%,-9.3,3.2,1-0-2,100.0%,10.0,0.8,1-1-2,50.0%,10.2,-0.9,,,,,,,,,1-0-1,100.0%,5.7,+2.5,1-0-0,100.0%,17.0,2.5,1-0-1,100.0%,17.7,+1.3
Detroit,6-2-0,75.0%,-0.8,7.4,3-1-0,75.0%,-6.0,5.0,0-1-0,0.0%,12.0,-4.0,4-1-0,80.0%,0.2,+9.5,2-1-0,66.7%,-15.7,4.0,4-0-0,100.0%,-3.0,13.9,5-2-0,71.4%,-7.4,7.9,1-0-0,100.0%,6.0,4.5,1-1-0,50.0%,10.0,+0.3,1-0-0,100.0%,-6.0,12.5,,,,,0-1-0,0.0%,12.0,-4.0,3-0-0,100.0%,-2.3,14.5,5-1-0,83.3%,-4.2,+8.5
Hampton,6-2-0,75.0%,2.2,5.7,3-2-0,60.0%,-5.0,3.2,2-0-0,100.0%,18.0,+7.8,4-1-0,80.0%,1.6,+8.8,2-1-0,66.7%,-15.0,0.5,2-1-0,66.7%,-9.0,5.2,5-2-0,71.4%,-6.9,5.6,1-0-0,100.0%,11.0,6.5,1-1-0,50.0%,19.7,+1.0,2-0-0,100.0%,1.0,9.5,,,,,2-0-0,100.0%,19.7,+10.3,1-0-0,100.0%,-14.0,9.0,2-2-0,50.0%,-9.0,+2.8
Georgia St,5-2-0,71.4%,-2.4,-0.4,2-1-0,66.7%,-9.0,-0.5,2-0-0,100.0%,13.3,+1.5,2-0-0,100.0%,12.7,+4.0,2-2-0,50.0%,-15.5,-3.4,2-1-0,66.7%,-23.0,-3.2,3-1-0,75.0%,-16.5,-0.5,2-1-0,66.7%,2.3,-0.3,2-0-0,100.0%,19.7,+6.3,1-0-0,100.0%,3.0,7.5,1-0-0,100.0%,-29.0,+1.5,0-0-0,0.0%,40.0,--,3-1-0,75.0%,-8.0,-0.4,1-2-0,33.3%,-11.0,-5.0
Texas St,5-2-0,71.4%,11.3,4.9,4-2-0,66.7%,0.2,4.3,2-1-0,66.7%,6.3,+4.3,1-2-0,33.3%,-7.7,-2.7,3-0-0,100.0%,21.0,10.2,2-1-0,66.7%,-1.3,2.8,3-2-0,60.0%,-3.8,2.8,2-0-0,100.0%,16.5,10.0,1-0-0,100.0%,36.0,+11.5,1-0-0,100.0%,3.0,9.0,1-0-0,100.0%,9.0,+12.0,1-0-0,100.0%,33.7,+8.5,,,,,1-1-0,50.0%,17.8,0.0
Coastal Car,5-2-1,71.4%,0.0,2.5,2-2-1,50.0%,-4.8,-2.3,3-0-1,100.0%,9.0,+8.8,3-1-0,75.0%,1.5,+3.9,2-1-0,66.7%,-3.3,1.5,3-1-0,75.0%,-5.5,2.4,3-1-0,75.0%,-8.3,0.9,2-1-1,66.7%,8.3,4.1,1-1-1,50.0%,2.7,-0.3,0-1-0,0.0%,-7.0,-10.0,,,,,2-0-0,100.0%,18.0,+13.3,1-0-0,100.0%,-12.0,5.0,2-1-0,66.7%,-9.7,-1.7
Middle Tenn,5-2-0,71.4%,13.1,4.4,3-1-0,75.0%,9.0,8.9,3-0-0,100.0%,19.5,+15.3,2-0-0,100.0%,4.5,+9.5,3-2-0,60.0%,10.5,2.4,2-0-0,100.0%,15.0,21.0,4-1-0,80.0%,5.6,9.7,1-1-0,50.0%,-2.0,-8.8,1-1-0,50.0%,22.5,-8.8,1-0-0,100.0%,7.0,8.0,0-1-0,0.0%,-11.0,-5.5,1-0-0,100.0%,33.7,+15.0,1-1-0,50.0%,-9.5,-9.8,1-1-0,50.0%,14.7,-8.8
Mississippi,5-2-1,71.4%,15.1,3.9,3-2-1,60.0%,13.0,1.3,2-0-1,100.0%,24.3,+8.0,1-0-0,100.0%,23.0,+26.5,4-2-0,66.7%,11.3,0.8,1-0-0,100.0%,23.0,26.5,3-0-0,100.0%,10.7,13.7,2-2-1,50.0%,17.8,-1.9,1-2-1,33.3%,18.5,-4.8,1-0-0,100.0%,-2.0,1.0,,,,,2-0-0,100.0%,21.5,+12.0,,,,,2-2-0,50.0%,12.5,+1.6
Central Conn,5-2-0,71.4%,4.3,4.4,3-0-0,100.0%,2.0,17.2,2-2-0,50.0%,-8.3,-2.1,2-1-0,66.7%,0.3,+3.8,2-1-0,66.7%,9.3,1.5,3-1-0,75.0%,-1.8,9.3,4-1-0,80.0%,-2.0,8.5,1-1-0,50.0%,-2.5,-5.8,2-0-0,100.0%,19.7,+4.5,,,,,,,,,1-2-0,33.3%,5.0,-7.8,1-0-0,100.0%,8.0,3.0,3-0-0,100.0%,16.8,+13.2
UC Irvine,5-2-0,71.4%,15.6,6.9,2-1-0,66.7%,11.3,5.7,2-1-0,66.7%,17.8,+2.7,,,,,5-2-0,71.4%,13.6,6.9,2-1-0,66.7%,13.7,12.2,1-0-0,100.0%,20.0,23.5,4-2-0,66.7%,12.5,4.2,1-0-0,100.0%,24.0,+1.5,1-1-0,50.0%,9.5,1.5,1-0-0,100.0%,20.0,+23.5,1-1-0,50.0%,17.7,+3.3,2-0-0,100.0%,19.0,12.5,1-0-0,100.0%,15.0,+14.0
South Dakota,5-2-0,71.4%,11.0,2.1,1-1-0,50.0%,11.0,4.5,3-0-0,100.0%,10.7,+7.7,1-0-0,100.0%,33.0,+10.0,3-2-0,60.0%,-0.5,-1.3,3-1-0,75.0%,-10.3,-1.0,2-0-0,100.0%,-18.0,3.0,3-2-0,60.0%,6.2,1.8,2-1-0,66.7%,25.2,+6.3,,,,,2-2-0,50.0%,-2.8,-2.0,1-0-0,100.0%,29.8,+1.5,3-1-0,75.0%,-7.8,1.1,0-0-0,0.0%,46.0,--
UCSD,5-2-0,71.4%,16.5,6.2,5-0-0,100.0%,11.8,13.2,2-0-0,100.0%,25.3,+6.0,2-0-0,100.0%,11.5,+8.0,2-2-0,50.0%,22.8,5.5,1-0-0,100.0%,-5.0,5.5,4-0-0,100.0%,10.3,14.1,1-2-0,33.3%,5.0,-4.3,1-2-0,33.3%,22.8,-4.3,2-0-0,100.0%,20.5,22.3,,,,,0-1-0,0.0%,31.5,-20.0,0-1-0,0.0%,10.0,-2.5,1-2-0,33.3%,5.0,-4.3
Cal St Nrdge,5-2-0,71.4%,12.5,5.8,2-2-0,50.0%,7.3,6.4,1-1-0,50.0%,14.7,-2.3,2-0-0,100.0%,12.5,+13.5,3-1-0,75.0%,17.8,4.9,3-2-0,60.0%,2.6,3.6,1-1-0,50.0%,-5.5,0.8,4-1-0,80.0%,12.6,7.8,0-0-0,0.0%,48.0,--,1-0-0,100.0%,29.0,21.0,1-1-0,50.0%,7.0,+5.3,1-0-0,100.0%,29.0,+1.5,2-0-0,100.0%,6.5,6.8,2-0-0,100.0%,6.5,+6.8
Kennesaw St,5-2-0,71.4%,9.6,4.7,4-1-0,80.0%,4.6,6.8,0-0-0,0.0%,49.0,--,1-0-0,100.0%,19.5,+7.0,4-2-0,66.7%,-0.3,4.3,1-0-0,100.0%,-4.0,6.5,3-2-0,60.0%,-4.4,3.6,2-0-0,100.0%,12.0,7.5,3-0-0,100.0%,22.0,+9.5,1-1-0,50.0%,-1.5,2.8,,,,,0-0-0,0.0%,42.0,--,1-1-0,50.0%,-10.5,-0.5,4-1-0,80.0%,6.7,+5.5
Illinois St,5-2-0,71.4%,6.9,2.6,2-2-0,50.0%,0.0,0.0,3-1-0,75.0%,10.6,+0.8,3-0-0,100.0%,2.7,+7.8,2-1-0,66.7%,12.3,3.2,2-0-0,100.0%,3.5,7.8,5-1-0,83.3%,0.3,5.5,0-1-0,0.0%,-2.0,-15.0,1-1-0,50.0%,21.0,-1.3,1-0-0,100.0%,1.0,8.0,0-1-0,0.0%,-8.0,-5.5,3-0-0,100.0%,13.8,+6.0,,,,,1-0-0,100.0%,9.0,+12.5
