Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
LIU,Niagara,Niagara,-3.5,136.5.,112,True
Alcorn St.,Maryland,Maryland,-34.0,138.,154,True
Maine,Navy,Maine,-3.0,133.,137,False
NJIT,Massachusetts,NJIT,19.0,140.5.,148,False
Norfolk State,Stony Brook,Norfolk State,-5.5,140.5.,143,False
Massachusetts Lowell,Central Conn. St.,Central Conn. St.,4.0,143.5.,136,True
Radford,St. Francis (PA),Radford,-6.5,137.,149,False
UNC Asheville,Tennessee St.,UNC Asheville,-1.0,152.5.,166,False
Fairleigh Dickinson,Fairfield,Fairleigh Dickinson,9.0,152.5.,152,False
Iona,Rice,Iona,4.5,134.,136,False
New Hampshire,Fordham,Fordham,-15.0,140.,144,True
Buffalo,Penn St.,Buffalo,29.0,159.5.,151,False
Arkansas-Pine Bluff,Kansas State,Kansas State,-34.0,158.,193,True
Binghamton,Lafayette,Binghamton,6.5,127.,163,False
Elon University,Pennsylvania,Elon University,-2.5,141.,121,False
Eastern Kentucky,Troy,Troy,-9.0,146.,158,True
Quinnipiac,Stonehill,Stonehill,6.5,140.,162,True
Sacred Heart,Boston U,Sacred Heart,5.0,139.5.,138,False
North Alabama,Wofford,Wofford,-4.0,145.,128,True
North Florida,Nebraska,Nebraska,-17.5,158.5.,175,True
Middle Tennessee St.,UAB,Middle Tennessee St.,8.0,155.5.,145,False
California Baptist,Central Florida,Central Florida,-10.0,149.5.,133,True
Missouri St.,Oral Roberts,Missouri St.,-2.0,141.,139,False
Hofstra,Arkansas St.,Hofstra,6.0,140.,134,False
South Carolina State,Xavier,South Carolina State,26.5,147.5.,139,False
Denver,Portland,Portland,-7.0,148.,191,True
Texas State,Texas Southern,Texas State,-4.5,139.,131,False
Indiana St.,Tarleton State,Indiana St.,-9.0,143.5.,158,False
Mercyhurst,San Francisco,Mercyhurst,30.5,133.,146,False
