,Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Home Team DraftKings,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Away Team is_fav_ATS Record,Away Team is_fav_Cover %,Away Team is_fav_MOV,Away Team is_fav_ATS +/-,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Home Team is_dog_ATS Record,Home Team is_dog_Cover %,Home Team is_dog_MOV,Home Team is_dog_ATS +/-
0,1,84.3,10:30 PM,Crypto.com Arena,10,Orlando,14,La Lakers,ORL Magic,,8-8-0,50.0%,3.7,1.9,2-7-0,22.2%,-6.1,-3.7,7-3-0,70.0%,11.0,4.8,7-7-0,50.0%,1.3,-2.4,5-2-0,71.4%,8.4,3.1,2-2-0,50.0%,-9.5,-6.1
1,2,70.4,7:30 PM,Scotiabank Arena,11,Minnesota,24,Toronto,MIN Timberwolves,TOR Raptors,5-9-0,35.7%,2.8,-4.0,3-4-0,42.9%,-2.4,-7.5,5-9-0,35.7%,2.8,-4.0,10-5-0,66.7%,-6.1,2.5,5-2-0,71.4%,-2.9,3.4,10-5-0,66.7%,-6.1,2.5
2,3,67.8,7:00 PM,Spectrum Center,21,Detroit,22,Charlotte,DET Pistons,CHA Hornets,9-6-1,60.0%,-1.2,2.3,5-2-1,71.4%,2.5,5.6,2-3-0,40.0%,2.8,-0.1,8-6-0,57.1%,-4.9,1.0,4-3-0,57.1%,-0.9,3.8,8-5-0,61.5%,-5.7,1.2
3,4,44.8,8:00 PM,Frost Bank Center,29,Utah,19,San Antonio,UTA Jazz,SA Spurs,7-7-0,50.0%,-10.9,-3.4,5-3-0,62.5%,-8.5,0.7,,,,,7-8-0,46.7%,-0.5,2.5,5-4-0,55.6%,5.6,5.8,5-6-0,45.5%,-4.3,1.9
