Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Boston,510-428-20,54.4%,4.3,1.0,294-241-10,55.0%,3.7,0.4,23-14-1,62.2%,6.9,3.6,195-156-4,55.6%,3.3,1.0,308-269-15,53.4%,4.9,0.9,253-200-8,55.9%,2.3,1.2,152-108-5,58.5%,-1.9,2.9,354-318-15,52.7%,6.7,0.2,242-217-11,52.7%,6.2,0.5,84-63-3,57.1%,3.2,1.9,314-267-10,54.0%,4.5,0.7,96-85-4,53.0%,7.6,1.9,120-102-6,54.1%,3.2,1.5,89-84-6,51.5%,4.1,0.4
Okla City,446-409-14,52.2%,1.1,0.3,235-213-5,52.5%,0.9,0.2,16-12-1,57.1%,1.3,1.3,193-191-9,50.3%,-0.8,0.1,245-215-5,53.3%,2.7,0.4,217-202-6,51.8%,-1.8,-0.2,209-178-10,54.0%,-5.7,0.4,235-230-4,50.5%,6.9,0.2,221-199-8,52.6%,4.2,1.0,75-70-3,51.7%,-1.7,-0.2,276-257-6,51.8%,1.5,0.2,90-95-5,48.7%,2.9,0.3,121-101-4,54.5%,0.0,0.5,79-70-4,53.0%,2.5,1.3
Philadelphia,452-415-17,52.1%,-0.1,0.4,254-205-8,55.3%,0.5,0.7,15-15-0,50.0%,1.2,1.5,228-196-9,53.8%,-2.5,0.7,219-213-8,50.7%,2.4,0.1,209-217-11,49.1%,-2.9,0.0,216-213-8,50.4%,-6.9,0.4,233-198-9,54.1%,6.7,0.4,239-189-6,55.8%,2.9,0.9,71-74-4,49.0%,-2.9,0.0,286-240-9,54.4%,0.8,0.7,93-106-2,46.7%,-0.5,-0.9,105-104-7,50.2%,-1.0,0.9,80-86-4,48.2%,-0.4,-0.4
Miami,455-430-23,51.4%,0.8,0.2,250-243-10,50.7%,0.9,0.1,21-10-0,67.7%,5.7,3.8,226-173-10,56.6%,1.9,1.7,224-251-13,47.2%,-0.2,-1.0,235-197-8,54.4%,-1.2,0.8,212-185-6,53.4%,-3.7,1.6,241-244-17,49.7%,4.4,-0.9,199-223-15,47.2%,2.8,-0.7,74-60-7,55.2%,-1.2,0.4,271-289-14,48.4%,0.5,-0.4,108-102-6,51.4%,2.6,0.4,97-85-7,53.3%,-1.4,0.3,89-71-2,55.6%,2.6,1.5
Dallas,443-419-20,51.4%,0.6,0.5,250-226-11,52.5%,0.7,0.9,12-18-0,40.0%,-3.1,-2.4,230-186-12,55.3%,1.2,1.8,208-227-8,47.8%,0.2,-0.8,231-195-8,54.2%,-1.5,0.9,221-204-9,52.0%,-4.2,1.2,219-211-11,50.9%,5.4,-0.3,206-215-11,48.9%,3.0,0.1,74-71-4,51.0%,-1.4,0.8,284-250-12,53.2%,1.4,0.5,90-95-4,48.7%,2.5,-0.2,103-98-5,51.2%,-1.2,0.1,73-80-4,47.7%,0.8,0.4
Utah,434-411-21,51.4%,2.1,0.5,239-211-9,53.1%,2.4,0.9,13-14-1,48.2%,1.9,-1.0,187-195-9,49.0%,0.2,-0.4,242-210-12,53.5%,3.7,1.1,215-205-8,51.2%,-1.0,0.0,179-168-7,51.6%,-5.0,0.7,251-241-14,51.0%,7.0,0.2,213-196-13,52.1%,5.4,0.9,73-70-7,51.1%,0.9,0.8,275-246-8,52.8%,2.4,0.7,95-104-5,47.7%,3.4,-0.6,100-96-7,51.0%,0.2,0.4,73-81-5,47.4%,2.3,-0.4
Indiana,434-411-18,51.4%,0.3,0.4,244-230-10,51.5%,0.4,0.3,19-12-0,61.3%,3.4,0.7,226-190-9,54.3%,0.9,1.5,201-217-9,48.1%,-0.5,-0.8,212-209-6,50.4%,-2.4,0.0,220-206-9,51.6%,-4.3,1.0,210-201-9,51.1%,5.1,-0.2,215-194-12,52.6%,3.2,0.9,70-77-2,47.6%,-2.5,-0.4,269-263-11,50.6%,0.4,0.1,100-88-5,53.2%,2.6,1.3,90-93-3,49.2%,-2.3,-0.2,76-59-5,56.3%,2.4,2.5
Memphis,433-418-13,50.9%,-0.6,0.3,227-232-8,49.5%,-0.5,0.4,9-17-0,34.6%,-4.1,-4.5,214-206-6,51.0%,-1.7,0.2,216-204-7,51.4%,0.6,0.6,204-216-6,48.6%,-3.2,-0.2,229-226-5,50.3%,-5.5,0.7,199-191-8,51.0%,5.0,-0.3,226-196-7,53.6%,2.1,0.7,80-74-0,52.0%,-2.6,-0.3,268-247-8,52.0%,-0.1,0.5,101-100-4,50.3%,1.4,0.1,105-86-1,55.0%,-2.8,0.3,76-80-5,48.7%,0.3,0.8
Golden State,473-457-21,50.9%,5.3,0.1,260-253-9,50.7%,5.1,0.1,17-19-0,47.2%,3.9,-1.5,161-150-4,51.8%,4.0,1.1,307-301-17,50.5%,6.0,-0.4,226-236-9,48.9%,2.3,-0.4,113-112-2,50.2%,-5.1,0.2,359-343-19,51.1%,8.6,0.1,246-221-12,52.7%,8.1,0.5,76-72-5,51.4%,3.7,-0.1,269-272-10,49.7%,5.4,0.1,112-108-8,50.9%,6.9,-0.2,101-96-4,51.3%,4.0,0.3,111-94-6,54.2%,6.3,0.5
LA Clippers,451-437-7,50.8%,2.9,0.2,229-214-4,51.7%,2.6,0.5,23-9-0,71.9%,3.4,2.1,180-176-2,50.6%,2.2,0.2,262-259-5,50.3%,3.3,0.1,226-203-5,52.7%,0.9,0.9,149-153-1,49.3%,-4.6,0.6,301-280-6,51.8%,6.8,0.1,213-225-2,48.6%,4.8,-0.4,76-81-1,48.4%,2.6,1.3,273-262-4,51.0%,3.2,0.3,109-106-2,50.7%,4.2,-0.7,113-117-1,49.1%,2.1,0.4,79-85-2,48.2%,2.0,-1.6
