Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Austin Peay,2-0-0,100.0%,9.3,+14.0,1-0-0,100.0%,2.0,19.5,0-0-0,0.0%,20.0,--,,,,,2-0-0,100.0%,4.0,+14.0,1-0-0,100.0%,2.0,19.5,2-0-0,100.0%,4.0,14.0,,,,,1-0-0,100.0%,13.0,+8.5,,,,,,,,,0-0-0,0.0%,20.0,--,1-0-0,100.0%,6.0,8.5,2-0-0,100.0%,4.0,+14.0
Grambling St,2-0-0,100.0%,8.0,+11.8,1-0-0,100.0%,-2.0,22.0,0-0-0,0.0%,50.0,--,1-0-0,100.0%,-24.0,+1.5,1-0-0,100.0%,-2.0,+22.0,2-0-0,100.0%,-13.0,11.8,2-0-0,100.0%,-13.0,11.8,,,,,0-0-0,0.0%,50.0,--,,,,,,,,,0-0-0,0.0%,50.0,--,1-0-0,100.0%,-24.0,1.5,2-0-0,100.0%,-13.0,+11.8
Siena,3-0-0,100.0%,3.7,+8.8,2-0-0,100.0%,1.5,8.3,1-0-0,100.0%,1.0,+3.5,,,,,2-0-0,100.0%,5.0,+11.5,1-0-0,100.0%,2.0,13.0,3-0-0,100.0%,3.7,8.8,,,,,2-0-0,100.0%,4.5,+6.8,,,,,,,,,1-0-0,100.0%,8.0,+10.0,,,,,2-0-0,100.0%,5.0,+11.5
SE Louisiana,2-0-0,100.0%,2.3,+8.0,,,,,1-0-0,100.0%,14.0,+11.5,1-0-0,100.0%,-21.0,+4.5,1-0-0,100.0%,-10.0,+11.5,2-0-0,100.0%,-15.5,8.0,2-0-0,100.0%,-15.5,8.0,,,,,0-0-0,0.0%,38.0,--,,,,,1-0-0,100.0%,-21.0,+4.5,1-0-0,100.0%,14.0,+11.5,1-0-0,100.0%,-21.0,4.5,,,,
Texas St,2-0-0,100.0%,18.3,+10.8,2-0-0,100.0%,7.5,10.8,1-0-0,100.0%,20.0,+11.5,,,,,1-0-0,100.0%,17.5,+10.0,1-0-0,100.0%,-5.0,10.0,1-0-0,100.0%,-5.0,10.0,1-0-0,100.0%,20.0,11.5,1-0-0,100.0%,30.0,+11.5,,,,,,,,,0-0-0,0.0%,40.0,--,,,,,1-0-0,100.0%,17.5,+10.0
Rice,3-0-0,100.0%,5.0,+2.7,1-0-0,100.0%,7.0,0.5,1-0-0,100.0%,7.0,+0.5,1-0-0,100.0%,16.0,+5.5,1-0-0,100.0%,-8.0,+2.0,,,,,1-0-0,100.0%,-8.0,2.0,2-0-0,100.0%,11.5,3.0,2-0-0,100.0%,11.5,+3.0,,,,,,,,,,,,,2-0-0,100.0%,4.0,3.8,2-0-0,100.0%,4.0,+3.8
Connecticut,3-0-0,100.0%,38.7,+2.2,2-0-0,100.0%,40.0,3.0,1-0-0,100.0%,36.0,+0.5,,,,,2-0-0,100.0%,40.0,+3.0,,,,,,,,,3-0-0,100.0%,38.7,2.2,3-0-0,100.0%,38.7,+2.2,,,,,,,,,1-0-0,100.0%,36.0,+0.5,,,,,2-0-0,100.0%,40.0,+3.0
Missouri St,1-0-0,100.0%,11.0,+10.0,1-0-0,100.0%,-7.0,10.0,1-0-0,100.0%,11.0,+10.0,0-0-0,0.0%,29.0,--,,,,,1-0-0,100.0%,-7.0,10.0,1-0-0,100.0%,-7.0,10.0,,,,,0-0-0,0.0%,29.0,--,,,,,,,,,0-0-0,0.0%,29.0,--,,,,,,,,
Winthrop,2-0-0,100.0%,23.0,+3.5,1-0-0,100.0%,15.0,4.0,1-0-0,100.0%,37.5,+4.0,,,,,2-0-0,100.0%,4.5,+3.5,1-0-0,100.0%,-6.0,3.0,1-0-0,100.0%,-6.0,3.0,1-0-0,100.0%,15.0,4.0,1-0-0,100.0%,37.5,+4.0,,,,,1-0-0,100.0%,-6.0,+3.0,0-0-0,0.0%,60.0,--,1-0-0,100.0%,-6.0,3.0,,,,
Utah,3-0-0,100.0%,35.7,+10.2,1-0-0,100.0%,41.0,17.5,2-0-0,100.0%,36.0,+12.5,,,,,2-0-0,100.0%,33.0,+6.5,,,,,,,,,3-0-0,100.0%,35.7,10.2,3-0-0,100.0%,35.7,+10.2,,,,,,,,,2-0-0,100.0%,33.0,+6.5,,,,,1-0-0,100.0%,35.0,+5.5
Kent St,1-0-1,100.0%,8.7,+1.0,1-0-0,100.0%,4.0,2.0,1-0-1,100.0%,-9.5,+1.0,,,,,0-0-1,0.0%,11.0,0.0,1-0-1,100.0%,-9.5,1.0,0-0-1,0.0%,-23.0,0.0,1-0-0,100.0%,4.0,2.0,0-0-0,0.0%,45.0,--,,,,,,,,,0-0-1,0.0%,11.0,0.0,,,,,0-0-0,0.0%,45.0,--
